Site,Design type,Date,CHNF,CHNJ,BASS,SASQ,MYKISS,STB,DSM,ISS,Shade,EmergVegDensity,EmergWMDensity,TerrVeg,TerrWM,Depth5,Depth10,Depth15,Substrate5,Substrate10,Substrate15,Vel5,Vel10,Vel15,TempF,MidChannelTempF,DiffF
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Low,High,NA,NA,1.6,3,3.7,M,M,M,0.02,0.18,0.12,47.4,47.5,-0.100000000000001
91.9R,Naturalized ,1/25/20013,0,0,0,1,1,0,0,0,Absent,None,Very High,NA,NA,0.9,2.9,6.9,M,M,M,0,0.37,0.66,48,47.5,0.5
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,Very Low ,High ,NA,NA,0.6,3,5.6,M,M,M,0,0.03,0.21,48,47.5,0.5
91.9R,Naturalized ,1/25/20013,0,0,1,0,0,0,0,0,Absent,None,High ,NA,NA,1.6,3,4.8,M,M,M,0,0.03,0.18,47.6,47.5,0.100000000000001
91.9R,Naturalized ,1/25/20013,0,0,0,0,1,0,0,0,Absent,None,High,NA,NA,1.8,2.6,4.5,M,M,M,0,-0.04,0.01,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,5,0,0,0,0,0,0,2,Absent,None,Low,NA,NA,1.7,2.8,4.5,M,M,M,0.01,0.21,0.43,47.6,47.5,0.100000000000001
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,0.7,2.2,3.7,M,M,M,0,0.16,0.38,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,0,0,0,1,0,0,0,22,Absent,None,Low,NA,NA,0.8,3.6,4.8,M,M,M,0.18,0.51,0.73,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,1,0,0,1,1,0,0,0,Absent,None,Medium,NA,NA,1.1,2.5,3.5,M,M,M,0.08,0.42,0.47,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,0,0,0,0,1,0,0,0,Absent,None,Very Low ,NA,NA,3.9,7,9,M,M,M,0.05,1.04,1.07,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,2,Absent,None,Medium,NA,NA,1.8,3.3,6.2,M,M,M,0.12,0.24,0.59,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,0,0,0,0,1,0,0,0,Absent,None,Medium,NA,NA,2.2,3.8,4.9,M,M,M,0,0.65,0.72,47.4,47.5,-0.100000000000001
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,High,NA,NA,2.5,4,6.3,M,M,M,0.01,0.29,0.69,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,1.5,3.2,5.3,M,M,M,0.03,0.08,0.31,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,NA,NA,2,2.7,4.7,M,M,M,0,0.17,0.72,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,1,0,0,0,0,0,0,1,Absent,None,Low,NA,NA,2.4,4,4.6,M,M,M,0.28,0.35,0.36,47.1,47.5,-0.399999999999999
91.9R,Naturalized ,1/25/20013,0,0,0,1,0,0,0,0,Absent,None,Low,NA,NA,2,3,3.4,M,M,M,0.51,0.5,0.54,47.1,47.5,-0.399999999999999
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,2.5,3.2,4.1,M,M,M,0,0.25,0.67,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,0,0,0,0,2,0,0,0,Absent,None,Medium,NA,NA,4.4,5.8,9,M,M,M,0.46,0.93,1,47.1,47.5,-0.399999999999999
91.9R,Naturalized ,1/25/20013,0,0,2,0,3,0,0,0,Absent,None,Medium,NA,NA,3.2,4.7,6.5,M,M,M,0.3,0.64,1,47.1,47.5,-0.399999999999999
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,3.6,4.8,5.5,M,M,M,0.8,1.19,1.16,47.1,47.5,-0.399999999999999
91.9R,Naturalized ,1/25/20013,2,0,0,0,0,0,0,0,Absent,None,Low,NA,NA,1.7,2.7,4.4,M,M,M,0.34,0.73,1.03,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,1.9,3.4,5.5,M,M,M,0.25,0.42,0.69,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,1,0,0,0,1,0,0,0,Absent,None,None,NA,NA,2.8,3.6,4.8,M,M,M,0.18,0.29,0.68,47.3,47.5,-0.200000000000003
91.9R,Naturalized ,1/25/20013,0,0,0,0,0,0,0,0,Absent,None,None,NA,NA,3,3.8,5.3,M,M,M,0.2,0.37,0.81,47.3,47.5,-0.200000000000003
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,3,4.4,7,R,R,R,0.39,0.75,1.33,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,2.3,4.2,6.6,R,M,R,0.72,0.82,1.18,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,3.1,4.4,6.5,M,M,M,0.88,0.82,1.24,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.01,2.1,4.5,7,R,R,M,0.65,1.05,1.11,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,4.4,5,6.7,R,R,R,0.79,1.17,1.63,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,1,0,0,0,0,0,0,0,Absent,None,None,0.1,0,2.8,4.6,5.6,R,M,M,0.33,0.75,0.79,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,4,0,0,0,0,0,0,0,Absent,None,None,0.1,0,2.5,4.3,6.3,R,R,R,0.2,1.11,1.12,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,2.3,4.3,5.8,R,R,M,0.41,0.85,1.08,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,2,Absent,None,None,0.1,0,2.2,4.5,6.5,M,M,M,0.22,0.88,0.88,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,1.7,3.5,5.3,R,M,M,0.46,0.62,1.02,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,2.1,3.8,5.4,M,R,M,0.38,0.79,0.84,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.2,0,2.6,4.3,6.9,M,R,R,0.56,0.97,1.31,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,2.5,5.5,5.9,R,R,R,0.23,1.07,0.97,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,2.3,4.3,6.3,R,M,R,0.15,1.05,1.15,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.01,3.1,4.6,6.2,R,M,M,0.32,1.28,1.03,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,3.1,4.4,6.8,R,R,R,1.06,1.27,1.24,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.2,0,2.5,4.3,6.6,R,M,R,0.48,0.89,1.68,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,3.7,4.2,6,R,R,R,0.33,1.03,1.45,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,3,4.3,6.4,M,R,R,0.58,0.79,0.95,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,2.4,3.4,6,M,M,M,0.27,0.77,0.99,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,1,Absent,None,None,0.1,0,2,4,6.2,R,R,R,0.36,0.89,1.27,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,1,0,0,0,0,0,0,Absent,None,None,0.1,0,2.6,4.9,6.2,R,M,M,0.23,1.04,0.91,48.74,48.74,0
85.6L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,3,4.3,6.4,M,M,M,0.43,0.89,1.63,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,1,0,0,0,0,Absent,None,None,0.05,0.1,2,4.6,5.2,R,R,R,0.79,0.69,1.28,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,1,0,0,0,0,Absent,None,None,0.05,0.05,2.8,4,6.2,R,R,R,0.67,1.15,1.14,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.05,0.1,2.1,4.6,6.7,R,R,R,-0.03,0.33,0.78,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,3,0,0,0,0,Absent,None,None,0,0.05,2.1,3.6,6.1,R,R,M,-0.09,0.38,0.73,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.05,3.4,5.5,7.3,R,R,R,0.01,0.89,0.88,48.74,48.74,0
85.6R,NoBench,1/31/2013,1,0,0,1,0,0,0,0,Absent,None,None,0.05,0.1,2.9,5.8,7.5,R,R,R,0.38,1.07,1.19,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0,0.1,2.4,5,6.7,R,R,R,0.36,0.92,0.83,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0.45,2.4,4.8,6,R,R,R,0.58,0.62,0.82,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,2,0,0,0,0,Absent,None,Very Low ,0,0.45,2.3,4.3,6.3,R,R,R,0.13,0.81,0.6,48.74,48.74,0
85.6R,NoBench,1/31/2013,2,0,0,1,0,0,0,1,Absent,Very Low,None,0,0.3,2,4,7.6,R,R,R,0.03,0.43,0.44,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,1,1,0,0,0,0,Absent,None,None,0.05,0.2,2.3,3.8,5.7,R,R,R,0.66,0.98,1.15,48.74,48.74,0
85.6R,NoBench,1/31/2013,1,0,0,4,0,0,0,0,Absent,None,None,0,0.25,3.2,5.2,7,R,R,R,0.03,1.13,1.1,48.74,48.74,0
85.6R,NoBench,1/31/2013,1,0,0,0,0,0,0,0,Absent,None,None,0.05,0.15,2.3,4.7,5.1,R,R,R,0.71,1.33,1.62,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,3,0,0,0,0,Absent,None,None,0,0.25,2.8,4.2,6.2,R,M,M,0.13,0.77,1.14,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,1,0,0,1,0,0,0,Absent,Very Low,Very Low ,0.05,0.4,3.4,5.8,8,R,R,M,0.23,0.96,0.8,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,1,0,0,0,0,Absent,None,None,0,0.25,2.6,5.7,6.9,R,R,R,0.42,1.04,0.67,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0,0.2,2.2,4.5,6.6,R,R,R,0.24,0.97,1.05,48.74,48.74,0
85.6R,NoBench,1/31/2013,0,0,0,3,0,0,0,0,Absent,None,Very Low ,0.05,0.15,2,3.6,5.5,R,R,R,0.12,0.32,0.46,48.74,48.74,0
85.6R,NoBench,1/31/2013,1,0,0,0,0,0,0,0,Absent,None,Very Low ,0,0.5,1.1,2.5,5.7,M,M,R,0.22,0.31,0.71,48.74,48.74,0
87.0L,Slope,1/31/2013,1,0,0,0,0,0,0,0,Absent,None,Low,0.1,0,2.5,3.8,5.8,R,R,R,0.34,0.56,1.11,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,High,0.1,0,1.8,3.6,6.4,M,M,M,0.17,0.33,0.48,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,High,0.1,0,2.2,4.2,6.1,R,R,M,0.37,0.47,0.79,48.74,48.74,0
87.0L,Slope,1/31/2013,1,0,0,0,0,0,0,0,Absent,None,None,0.1,0,0.7,3.4,5.4,R,R,M,0.35,0.15,0.43,48.92,48.74,0.18
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,High,0.1,0,2,3.1,6.4,M,M,M,0.22,0.21,0.94,48.74,48.74,0
87.0L,Slope,1/31/2013,2,0,0,0,0,0,0,0,Absent,None,High,0.1,0,1.4,2.8,5.4,M,M,M,0.14,0.35,1.13,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0,1.6,4.6,6.6,M,M,M,0.18,0.3,0.54,48.74,48.74,0
87.0L,Slope,1/31/2013,1,0,0,0,0,0,0,1,Absent,None,Medium,0.1,0,1.6,3.3,4.8,M,M,R,0.28,0.5,0.75,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Low,0.1,0,1.3,2.2,5.3,M,M,M,0.29,0.22,0.39,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Low ,0.1,0,1.5,3,5.7,M,M,M,0.16,0.1,0.14,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,3,Absent,None,Very Low ,0.1,0,1.6,3.7,5.3,M,M,M,0.04,0.07,0.44,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,1,Absent,None,Medium,0.1,0,1.7,5.5,8,M,M,M,-0.8,-0.13,0.01,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Medium,0.1,0,1.5,3.8,5.7,M,M,M,-0.08,-0.12,0.12,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,1,Absent,Very Low,None,0.1,0,1.6,4.4,7.7,M,R,R,0.13,0.61,0.61,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.05,0,1.7,4,6.5,M,M,M,0.26,0.32,0.83,48.74,48.74,0
87.0L,Slope,1/31/2013,0,0,0,0,1,0,0,0,Absent,None,Medium,0.05,0,1.4,2.1,5.1,M,M,M,0.06,0.26,0.69,48.74,48.74,0
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0,1.2,2.7,4.5,R,R,R,0.19,0.65,0.33,48.2,48.2,0
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.05,0,1.4,2.8,4.3,R,R,R,0.12,0.54,1.14,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.05,0,1.3,2.5,4.2,R,R,R,0.1,0.87,0.88,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.05,0,1.7,2.8,4.5,R,R,R,0.71,1.03,1.37,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.05,0,1.6,2.5,4.1,R,R,R,0.56,0.95,1.46,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.05,0.05,1.5,2.5,4.4,R,R,R,0.27,0.78,0.94,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,1,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.2,2.7,4.4,R,R,R,0.12,0.9,1.21,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.6,2.7,4.3,R,R,R,0.36,0.78,1.58,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.7,2.5,4.3,R,R,R,0.34,0.8,0.89,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,1,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0.05,1.7,2.6,3.9,R,R,R,0.42,0.99,1.11,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0,1.2,2.3,3.8,R,R,R,0.33,0.79,1.14,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0,1.3,2.4,3.5,M,M,R,0.38,1.01,0.87,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.05,0,1,2.1,3.5,R,R,R,0.23,0.87,1.01,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.05,0,1.5,2.6,4.5,R,M,R,0.31,0.66,0.82,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0,1.7,2.6,4.1,R,M,R,0.18,0.47,0.75,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,1,1,0,0,0,0,0,0,Absent,Very Low,None,0.1,0,1.7,2.7,4.4,M,M,R,-0.16,0.06,0.4,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0,1.6,2.3,4.1,M,M,R,0.15,0.24,0.42,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Low,None,0.1,0.05,1.7,2.6,4.6,M,M,R,0.1,0.5,0.71,48.38,48.2,0.179999999999993
90.8L,Unmitigated ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.1,0,1.7,2.5,4.4,M,M,R,0.1,0.5,0.71,48.38,48.2,0.179999999999993
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,None,0.3,0.45,3.9,5,6.1,M,M,M,0.82,0.66,1.32,48.02,48.02,0
90.8R,Naturalized ,1/31/2013,0,0,0,2,0,0,0,0,Absent,Very Low,Very Low ,0.2,0.5,3.2,5.2,6.1,M,M,M,0.37,0.72,1.53,48.02,48.02,0
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.25,0.5,4,5,5.8,M,M,M,-0.14,0.51,1.3,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,2,0,0,0,0,0,0,0,Absent,None,None,0.25,0.7,4.1,6.1,7.5,M,M,M,-0.12,-0.02,1.39,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0,0.55,4.8,6.5,7.6,M,M,M,0.92,1.64,1.34,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.6,2.3,4.2,5.9,M,M,M,0.11,0.94,1.13,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,High,0.25,0.65,3,5.8,7,M,M,M,0.41,1.02,1.32,48.02,48.02,0
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,Very Low ,0.1,0.9,5.6,7.5,10.8,M,M,M,0.56,1.24,1.26,48.02,48.02,0
90.8R,Naturalized ,1/31/2013,1,0,0,0,0,0,0,0,Absent,None,Low,0.05,0.95,4.9,6.8,7.7,M,M,M,0.54,1.12,1.48,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.04,0.7,2.7,4.1,6.1,M,M,M,0.28,0.62,0.94,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,Very Low,Very Low ,0.45,0.5,6.1,8.6,13,M,M,M,0.09,0.75,1.45,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,4,0,0,0,0,0,0,0,Absent,None,Very Low ,0.1,0.8,2.1,9.3,11.6,M,M,M,-0.02,0.43,1.08,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,1,0,0,0,Absent,None,Very Low ,0,0.95,5.7,8.5,10.1,M,M,M,0.36,0.77,1.43,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,2,0,0,0,Absent,None,Very Low ,0,0.8,2.6,8.4,11.2,M,M,M,0.2,1.06,1.17,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,1,0,0,1,Absent,None,None,0.2,0.45,2.9,6.4,10.1,M,M,M,0.41,0.88,0.31,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.25,0.6,5.6,7.5,12.1,M,M,M,0.52,0.09,1.77,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Low,0,0.95,4.4,7.6,12,M,M,M,-0.06,0.79,1.6,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Low,0,0.95,6.5,9.6,13,M,M,M,0.02,1.46,1.85,48.2,48.02,0.18
90.8R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Medium,0,0.7,2.2,5.1,10.7,M,M,M,0.65,0.92,1.09,48.2,48.02,0.18
91.9R,Naturalized ,1/31/2013,0,0,0,1,0,0,0,0,Absent,Very Low,Very Low ,0.05,0.95,3,3.6,4,M,M,M,0.31,0.26,0.5,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Low ,0,1,2.7,3.7,4.7,M,M,M,0.21,0.49,0.52,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Low ,0,1,1.7,3.5,4.3,M,M,M,0.28,0.41,0.11,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0,1,1.5,3.5,5.1,M,M,M,0.17,0.45,0.54,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Low ,0,1,3.6,5.9,8.2,M,M,M,0.11,0.88,1.1,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0,1,2.3,3.6,4.9,M,M,M,0.04,0.25,0.86,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0,0.9,1.7,3.2,4.6,M,M,M,0.07,0.42,0.8,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.05,1,1.4,2.5,3.7,M,M,M,0.25,0.5,0.59,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,5,0,0,0,0,0,0,1,Absent,None,High ,0,1,2.3,3.8,5,M,M,M,0.42,0.74,0.86,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,1,0,0,0,0,0,0,2,Absent,None,Medium,0,1,2.1,3.3,4.2,M,M,M,0.27,0.77,1.06,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,6,Absent,None ,Very Low ,0,0.95,2.2,3.7,5.5,M,M,M,0.3,0.53,0.67,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,High,0,1,3.3,5,6.3,M,M,M,0,0.55,0.78,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,High,0,1,3.1,4.6,6,M,M,M,0,0.17,0.22,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,1,0,0,0,0,2,Absent,None,None,0,0.8,2.5,4.2,5.9,M,M,M,0,0.49,0.73,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,1,0,0,0,0,0,0,0,Absent,None,High,0,1,2.5,3.2,4.6,M,M,M,0.2,0.56,0.91,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Low,0,0.95,3.5,4.6,5.3,M,M,M,0.07,0.43,0.93,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Medium,0,1,6,6,9.5,M,M,M,0.97,0.72,1.13,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,High,0,1,3.4,4.7,5.4,M,M,M,0.28,0.82,1.18,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,Low,0.25,0.6,3.5,4.4,5.7,M,M,M,0.57,0.73,0.66,48.02,48.02,0
91.9R,Naturalized ,1/31/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.1,0.7,3.8,4.4,5.2,M,M,M,0.31,0.37,0.68,48.02,48.02,0
50.2L,NoBench,2/1/2013,1,0,0,0,0,0,0,0,Absent,None,Very Low ,0.2,0.1,2.1,4.4,7.2,R,R,R,0.83,0.96,0.71,49.46,49.1,0.359999999999999
50.2L,NoBench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,Low,0.2,0.1,2.2,4.5,7.3,R,R,R,0.83,0.86,0.72,49.46,49.1,0.359999999999999
50.2L,NoBench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,None,0.2,0.1,2.6,3.3,5,R,R,R,0.21,0.52,0.68,49.46,49.1,0.359999999999999
50.2L,NoBench,2/1/2013,0,0,1,0,0,0,0,0,Absent,None,Very Low ,0.2,0.15,2.5,3.6,4.6,R,R,R,0.18,0.51,0.68,49.46,49.1,0.359999999999999
50.2L,NoBench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.3,0.2,1.7,2.4,4.4,R,R,R,0.31,0.47,0.85,49.46,49.1,0.359999999999999
50.2L,NoBench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,Low,0.25,0.3,1.9,3,4.7,R,R,R,0.38,0.65,0.7,49.46,49.1,0.359999999999999
50.2L,NoBench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.2,0.1,1.9,2.6,3.4,R,R,R,0.4,0.62,0.94,49.46,49.1,0.359999999999999
50.2L,NoBench,2/1/2013,0,0,0,0,0,0,0,0,Absent,None,Very Low ,0.2,0.1,1.9,3.2,4.7,R,R,R,0.28,0.75,1.06,49.46,49.1,0.359999999999999
50.2L,NoBench,2/1/2013,2,0,0,0,0,0,0,2,Absent,None,Low,0.2,0.1,2,4,6.2,R,R,R,0.47,0.73,0.67,49.46,49.1,0.359999999999999
